key;verbatimScientificName;scientificName;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species
7771896;Blepharisma americanum;Blepharisma americanum Suzuki, 1954;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Spirostomidae;Blepharisma;Blepharisma americanum
7806945;Blepharisma bimicronucleatum;Blepharisma bimicronucleatum Villeneuve-Brachon, 1940;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Spirostomidae;Blepharisma;Blepharisma bimicronucleatum
7811049;Blepharisma lateritium;Blepharisma lateritium (Ehrenberg, 1831) Stein, 1859;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Spirostomidae;Blepharisma;Blepharisma lateritium
8013500;Blepharisma steini;Blepharisma steini Kahl, 1932;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Spirostomidae;Blepharisma;Blepharisma steini
7463862;Blepharisma undulans;Blepharisma undulans Stein, 1867;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Spirostomidae;Blepharisma;Blepharisma undulans
7807526;Bodo;Bodo Ehrenberg, 1832;EXACT;94;ACCEPTED;GENUS;Protozoa;Euglenozoa;Kinetoplastea;Eubodonida;Bodonaceae;Bodo;
3323387;Bolbitius vitellinus;Bolbitius vitellinus (Pers.) Fr.;EXACT;98;SYNONYM;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;Bolbitius;Bolbitius titubans
2284001;Boleodorus;Boleodorus Thorne, 1941;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Secernentea;Tylenchida;Neotylenchidae;Boleodorus;
5259396;Boudiera acanthospora;Boudiera acanthospora Dissing & T.Schumach.;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Boudiera;Boudiera acanthospora
8168047;Brachonella cydonia;Brachonella cydonia (Kahl, 1927) Jankowski, 1964;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Metopidae;Metopus;Metopus cydonia
2587454;Brachyphoris oviparasitica;Brachyphoris oviparasitica (G.R.Stirling & Mankau) J.Chen, L.L.Xu, B.Liu & Xing Z.Liu;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Brachyphoris;Brachyphoris oviparasitica
1489006;Bradysia subrufescens;Bradysia subrufescens Mohrig & Krivosheina, 1989;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Diptera;Sciaridae;Bradysia;Bradysia subrufescens
3112;Brassicaceae;Brassicaceae;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;;
7348345;Bresslaua insidiatrix;Bresslaua insidiatrix Claff, Dewey & Kidder, 1941;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Bresslaua;Bresslaua insidiatrix
7691700;Bresslauides discoideus;Bresslauides discoideus Kahl, 1931;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Hausmanniellidae;Bresslauides;Bresslauides discoideus
7497647;Bresslauides terricola;Bresslauides terricola (Foissner, 1987) Foissner, 1983;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Hausmanniellidae;Bresslauides;Bresslauides terricola
2703642;Bromus;Bromus Dill. ex L.;EXACT;92;ACCEPTED;GENUS;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Bromus;
2703670;Bromus inermis;Bromus inermis Leyss.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Bromus;Bromus inermis
2703746;Bromus tectorum;Bromus tectorum L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Bromus;Bromus tectorum
8022899;Bryometopus atypicus;Bryometopus atypicus Foissner, 1980;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bryometopida;Bryometopidae;Bryometopus;Bryometopus atypicus
7790861;Bryometopus balantidioides;Bryometopus balantidioides Foissner, 1993;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bryometopida;Bryometopidae;Bryometopus;Bryometopus balantidioides
7707464;Bryometopus edaphonus;Bryometopus edaphonus Foissner, 1980;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bryometopida;Bryometopidae;Bryometopus;Bryometopus edaphonus
8222210;Bryometopus hawaiiensis;Bryometopus hawaiiensis Foissner, 1994;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bryometopida;Bryometopidae;Bryometopus;Bryometopus hawaiiensis
8098413;Bryometopus pseudochilodon;Bryometopus pseudochilodon Kahl, 1932;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bryometopida;Bryometopidae;Bryometopus;Bryometopus pseudochilodon
8108604;Bryometopus sphagni;Bryometopus sphagni (Penard, 1922) Kahl, 1932;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bryometopida;Bryometopidae;Bryometopus;Bryometopus sphagni
7589411;Bryometopus triquetrus;Bryometopus triquetrus Foissner, 1993;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bryometopida;Bryometopidae;Bryometopus;Bryometopus triquetrus
2874497;Bryonia alba;Bryonia alba L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Bryonia;Bryonia alba
7922216;Bryophrya rubescens;Bryophrya rubescens Penard, 1922;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bryophryida;Bryophryidae;Bryophrya;Bryophrya rubescens
8258099;Bryophyllum loxophylliforme;Bryophyllum loxophylliforme Kahl, 1931;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Bryophyllum;Bryophyllum loxophylliforme
7983038;Bryophyllum tegularum;Bryophyllum tegularum Kahl, 1931;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Bryophyllum;Bryophyllum tegularum
35;Bryophyta;Bryophyta;EXACT;96;ACCEPTED;PHYLUM;Plantae;Bryophyta;;;;;
9418333;Buddleja;Buddleja;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Scrophulariaceae;Buddleja;
2518120;Bullera;Bullera Derx;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleraceae;Bullera;
8312067;Bursaria truncatella;Bursaria truncatella Müller, 1773;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bursariomorphida;Bursariidae;Bursaria;Bursaria truncatella
2984666;Buxus;Buxus L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Buxales;Buxaceae;Buxus;
3988113;Buxus balearica;Buxus balearica Lam.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Buxales;Buxaceae;Buxus;Buxus balearica
2960383;Cajanus cajan;Cajanus cajan (L.) Millsp.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Cajanus;Cajanus cajan
3335;Calliphoridae;Calliphoridae;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Diptera;Calliphoridae;;
3092946;Callistephus chinensis;Callistephus chinensis Nees;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Callistephus;Callistephus chinensis
2525705;Camarophyllus;Camarophyllus (Fr.) P.Kumm.;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;Camarophyllus;
3189635;Camellia sinensis;Camellia sinensis Kuntze;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Ericales;Theaceae;Camellia;Camellia sinensis
5243715;Campanella subdendrophora;Campanella subdendrophora Redhead;EXACT;98;SYNONYM;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Tetrapyrgos;Tetrapyrgos subdendrophora
5361880;Cannabis sativa;Cannabis sativa L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Cannabaceae;Cannabis;Cannabis sativa
2932937;Capsicum;Capsicum L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Capsicum;
2932944;Capsicum annuum;Capsicum annuum L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Capsicum;Capsicum annuum
2721893;Carex;Carex L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;
2874484;Carica papaya;Carica papaya L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Caricaceae;Carica;Carica papaya
3034714;Carum carvi;Carum carvi L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Carum;Carum carvi
4205617;Carya illinoensis;Carya illinoensis (Wangenh.) K.Koch;EXACT;98;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fagales;Juglandaceae;Carya;Carya illinoiensis
3170590;Castilleja arachnoidea;Castilleja arachnoidea Greenm.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Orobanchaceae;Castilleja;Castilleja arachnoidea
2626861;Catenaria;Catenaria Sorokin;EXACT;92;ACCEPTED;GENUS;Fungi;Chytridiomycota;Blastocladiomycetes;Blastocladiales;Catenariaceae;Catenaria;
3169830;Catharanthus roseus;Catharanthus roseus G.Don;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Catharanthus;Catharanthus roseus
8087525;Centaurea scabiosa;Centaurea scabiosa L.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Centaurea;Centaurea scabiosa
3128888;Centaurea solstitialis;Centaurea solstitialis L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Centaurea;Centaurea solstitialis
2283209;Cephalobus;Cephalobus Bastian, 1865;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Secernentea;Rhabditida;Cephalobidae;Cephalobus;
3085450;Cerastium alpinum;Cerastium alpinum L.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Cerastium;Cerastium alpinum
3085433;Cerastium arvense;Cerastium arvense L.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Cerastium;Cerastium arvense
6364299;Cerastium cerastoides;Cerastium cerastoides (L.) Britton;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Cerastium;Cerastium cerastoides
2164;Cercomonadidae;Cercomonadidae;EXACT;96;ACCEPTED;FAMILY;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;;
6027328;Chaerophyllum hirsutum;Chaerophyllum hirsutum L.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Chaerophyllum;Chaerophyllum hirsutum
3464398;Chaetosphaeria ciliata;Chaetosphaeria ciliata Réblová & Seifert;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;Chaetosphaeria;Chaetosphaeria ciliata
2594455;Cheilymenia stercorea;Cheilymenia stercorea (Pers.) Boud.;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Cheilymenia;Cheilymenia stercorea
6719;Chenopodiaceae;Chenopodiaceae;EXACT;95;SYNONYM;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Amaranthaceae;;
3083838;Chenopodium album;Chenopodium album L.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Amaranthaceae;Chenopodium;Chenopodium album
8034996;Chilodonella uncinata;Chilodonella uncinata (Ehrenberg, 1838) Strand, 1928;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Cyrtophoria;Cyrtophorida;Chilodonellidae;Chilodonella;Chilodonella uncinata
7705676;Chilophrya terricola;Chilophrya terricola Foissner, 1984;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Enchelyidae;Chilophrya;Chilophrya terricola
3194385;Chlamydomyxa;Chlamydomyxa W.Archer, 1875;EXACT;92;DOUBTFUL;GENUS;Chromista;Ochrophyta;Picophagea;Chlamydomyxales;Chlamydomyxaceae;Chlamydomyxa;
7695293;Chlamydonella alpestris;Chlamydonella alpestris Foissner, 1979;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Cyrtophoria;Cyrtophorida;Lynchellidae;Chlamydonella;Chlamydonella alpestris
3235907;Chlamydophryidae;Chlamydophryidae;EXACT;96;ACCEPTED;FAMILY;Chromista;Cercozoa;Imbricatea;Testaceafilosida;Chlamydophryidae;;
8594539;Chlorarachnea;Chlorarachnea;EXACT;94;SYNONYM;CLASS;Chromista;Cercozoa;Chlorarachniophyceae;;;;
36;Chlorophyta;Chlorophyta;EXACT;96;ACCEPTED;PHYLUM;Plantae;Chlorophyta;;;;;
97;Choanozoa;Choanozoa;EXACT;94;ACCEPTED;PHYLUM;Protozoa;Choanozoa;;;;;
4445230;Choleva angustata;Choleva angustata (Fabricius, 1781);EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Leiodidae;Choleva;Choleva angustata
4;Chromista;Chromista;EXACT;94;ACCEPTED;KINGDOM;Chromista;;;;;;
3087725;Chromolaena odorata;Chromolaena odorata (L.) R.M.King & H.Rob.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Chromolaena;Chromolaena odorata
2538825;Chromosera;Chromosera Redhead, Ammirati & Norvell;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;Chromosera;
3150746;Chrysanthemum;Chrysanthemum;EXACT;92;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Chrysanthemum;
3118288;Chrysanthemum cinerariifolium;Chrysanthemum cinerariifolium (Trevis.) Vis.;EXACT;98;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Tanacetum;Tanacetum cinerariifolium
3150814;Chrysanthemum indicum;Chrysanthemum indicum L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Chrysanthemum;Chrysanthemum indicum
3134162;Chrysanthemum maximum;Chrysanthemum maximum Ramond;EXACT;97;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Leucanthemum;Leucanthemum maximum
7073563;Chrysophyceae;Chrysophyceae;EXACT;80;ACCEPTED;CLASS;Chromista;Ochrophyta;Chrysophyceae;;;;
7652;Chthoniidae;Chthoniidae;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Arachnida;Pseudoscorpiones;Chthoniidae;;
5392252;Cichorium intybus;Cichorium intybus L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Cichorium;Cichorium intybus
7481101;Cinetochilum margaritaceum;Cinetochilum margaritaceum (Ehrenberg, 1831) Perty, 1849;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Cinetochilidae;Cinetochilum;Cinetochilum margaritaceum
7409302;Cinetochilum marinum;Cinetochilum marinum Kahl, 1931;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Cinetochilidae;Cinetochilum;Cinetochilum marinum
8242745;Circinella arenicola;Circinella arenicola Foissner, 1994;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Orthoamphisiellidae;Circinella;Circinella arenicola
8181671;Cirrophrya haptica;Cirrophrya haptica Gellert, 1950;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Platyophryidae;Cirrophrya;Cirrophrya haptica
7950847;Cirrophrya terricola;Cirrophrya terricola Foissner, 1987;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Platyophryidae;Platyophrya;Platyophrya terricola
3113650;Cirsium oleraceum;Cirsium oleraceum Scop.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Cirsium;Cirsium oleraceum
2874621;Citrullus lanatus;Citrullus lanatus (Thunb.) Matsumura & Nakai;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Citrullus;Citrullus lanatus
3190155;Citrus;Citrus L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Citrus;
3190171;Citrus limon;Citrus limon (L.) Burm.f.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Citrus;Citrus limon
3190158;Citrus sinensis;Citrus sinensis (Mill.) Pers., 1806;EXACT;97;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Citrus;Citrus aurantium
2518208;Cladosporium;Cladosporium Link;EXACT;92;ACCEPTED;GENUS;Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;
7579478;Cladotricha australis;Cladotricha australis Blatterer & Foissner, 1988;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Orthoamphisiellidae;Cladotricha;Cladotricha australis
2283346;Clarkus;Clarkus;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Adenophorea;Mononchida;;Clarkus;
3033512;Clematis;Clematis L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Ranunculaceae;Clematis;
5373276;Cochlearia officinalis;Cochlearia officinalis L.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Cochlearia;Cochlearia officinalis
546;Collembola;Collembola;EXACT;94;ACCEPTED;ORDER;Animalia;Arthropoda;Entognatha;Collembola;;;
7584361;Colpoda aspera;Colpoda aspera Kahl, 1926;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda aspera
7635899;Colpoda atra;Colpoda atra Alekperov, 1993;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda atra
7971318;Colpoda cavicola;Colpoda cavicola Kahl;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda cavicola
7754454;Colpoda colpidiopsis;Colpoda colpidiopsis Kahl, 1931;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda colpidiopsis
7364894;Colpoda cucullus;Colpoda cucullus Müller, 1773;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda cucullus
7730407;Colpoda ecaudata;Colpoda ecaudata (Liebmann, 1936) Foissner, Blatterer, Berger & Kohmann, 1991;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda ecaudata
7896164;Colpoda edaphoni;Colpoda edaphoni Foissner, 1980;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda edaphoni
8201322;Colpoda elliotti;Colpoda elliotti Bradbury & Outka, 1967;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Relicolpoda;Relicolpoda elliotti
7750284;Colpoda flavicans;Colpoda flavicans Stokes, 1885;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda flavicans
8216798;Colpoda henneguyi;Colpoda henneguyi Fabre-Domergue, 1889;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda henneguyi
7559248;Colpoda inflata;Colpoda inflata (Stokes, 1884) Kahl, 1931;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda inflata
7440329;Colpoda lucida;Colpoda lucida Greeff, 1888;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda lucida
7415565;Colpoda magna;Colpoda magna (Gruber, 1879) Lynn, 1978;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda magna
7487223;Colpoda maupasi;Colpoda maupasi Enriques, 1908;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda maupasi
8341792;Colpoda minima;Colpoda minima (Alekperov, 1985) Foissner, 1993;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda minima
8169579;Colpoda orientalis;Colpoda orientalis Foissner, 1993;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda orientalis
7817745;Colpoda praestans;Colpoda praestans Kahl, 1931;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda praestans
7552767;Colpoda reniformis;Colpoda reniformis Kahl, 1931;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda reniformis
7874482;Colpoda steinii;Colpoda steinii Maupas, 1883;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda steinii
8271221;Colpoda tripartita;Colpoda tripartita Kahl, 1931;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda tripartita
7841800;Colpoda variabilis;Colpoda variabilis Foissner, 1980;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda variabilis
8229102;Colpodea;Colpodea;EXACT;94;ACCEPTED;CLASS;Chromista;Ciliophora;Colpodea;;;;
7554166;Colpodidium caudatum;Colpodidium caudatum Wilbert, 1982;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Colpodidiidae;Colpodidium;Colpodidium caudatum
8225326;Condylostoma terricola;Condylostoma terricola Foissner, 1995;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Condylostomatidae;Condylostomides;Condylostomides terricola
3034807;Conium maculatum;Conium maculatum L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Conium;Conium maculatum
6026760;Conopodium majus;Conopodium majus (Gouan) Loret;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Conopodium;Conopodium majus
2928390;Convolvulus arvensis;Convolvulus arvensis L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Solanales;Convolvulaceae;Convolvulus;Convolvulus arvensis
3679194;Convolvulus fruticosus;Convolvulus fruticosus Pall.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Solanales;Convolvulaceae;Convolvulus;Convolvulus fruticosus
3678635;Convolvulus hamadae;Convolvulus hamadae (Vved.) Petrov;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Solanales;Convolvulaceae;Convolvulus;Convolvulus hamadae
3033632;Coptis trifolia;Coptis trifolia Salisb.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Ranunculaceae;Coptis;Coptis trifolia
7463820;Corallocolpoda grelli;Corallocolpoda grelli (Foissner, 1993) Foissner, 1993;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Corallocolpoda;Corallocolpoda grelli
8042226;Corallocolpoda pacifica;Corallocolpoda pacifica Alekperov, 1991;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Corallocolpoda;Corallocolpoda pacifica
3451388;Cordyceps cylindrica;Cordyceps cylindrica Petch;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Cordyceps;Cordyceps cylindrica
2560689;Cordyceps memorabilis;Cordyceps memorabilis (Ces.) Ces.;EXACT;97;ACCEPTED;SPECIES;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Cordyceps;Cordyceps memorabilis
8380259;Coriplites terricola;Coriplites terricola Foissner, 1988;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Acropisthiidae;Coriplites;Coriplites terricola
7653070;Corticocolpoda kaneshiroae;Corticocolpoda kaneshiroae Foissner, 1993;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Corticocolpoda;Corticocolpoda kaneshiroae
2875967;Corylus;Corylus L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Fagales;Betulaceae;Corylus;
7800309;Cosmocolpoda naschbergeri;Cosmocolpoda naschbergeri Foissner, 1993;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Cosmocolpoda;Cosmocolpoda naschbergeri
3098951;Cosmos sulphureus;Cosmos sulphureus Cav.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Cosmos;Cosmos sulphureus
7455377;Craterocolla cerasi;Craterocolla cerasi (Schumach.) Sacc., 1888;EXACT;97;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Sebacinaceae;Craterocolla;Craterocolla cerasi
