occurrenceId;verbatimScientificName;scientificName;key;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species
;Folsomia candida;Folsomia candida Willem, 1902;2120383;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Entognatha;Collembola;Isotomidae;Folsomia;Folsomia candida
;Folsomia quadrioculata;Folsomia quadrioculata (Tullberg, 1871);2120372;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Entognatha;Collembola;Isotomidae;Folsomia;Folsomia quadrioculata
;Folsomia;Folsomia Willem, 1902;2120344;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Isotomidae;Folsomia;
;Isotoma viridis;Isotoma viridis Bourlet, 1839;5166886;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Entognatha;Collembola;Isotomidae;Isotoma;Isotoma viridis
;Isotomiella minor;Isotomiella minor (Schaeffer, 1896);2120343;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Entognatha;Collembola;Isotomidae;Isotomiella;Isotomiella minor
;Isotomiella;Isotomiella Bagnall, 1939;2120341;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Isotomidae;Isotomiella;
;Tetracanthella;Tetracanthella Schött, 1891;2119703;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Isotomidae;Tetracanthella;
;Vertagopus;Vertagopus Börner, 1906;7737552;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Isotomidae;Vertagopus;
;Isotomidae;Isotomidae;7214;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Entognatha;Collembola;Isotomidae;;
;Sminthurinus bimaculatus;Sminthurinus bimaculatus Axelson, 1902;4537148;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Entognatha;Collembola;Katiannidae;Sminthurinus;Sminthurinus bimaculatus
;Sminthurinus;Sminthurinus Börner, 1901;2122202;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Katiannidae;Sminthurinus;
;Katiannidae;Katiannidae;2983;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Entognatha;Collembola;Katiannidae;;
;Crossodonthina;Crossodonthina Yosii, 1954;2121983;EXACT;93;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Neanuridae;Crossodonthina;
;Crossodonthina koreana;Crossodonthina Yosii, 1954;2121983;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Neanuridae;Crossodonthina;
;Friesea grisea;Friesea grisea Schaffer, 1891;8891999;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Entognatha;Collembola;Neanuridae;Friesea;Friesea grisea
;Friesea;Friesea Dalla Torre, 1895;2122052;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Neanuridae;Friesea;
;Neanuridae;Neanuridae;7212;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Entognatha;Collembola;Neanuridae;;
;Megalothorax;Megalothorax Willem, 1900;2122150;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Neelidae;Megalothorax;
;Neelidae;Neelidae;3690;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Entognatha;Collembola;Neelidae;;
;Protaphorura armata;Protaphorura armata (Tullberg, 1869);2120510;EXACT;98;SYNONYM;SPECIES;Animalia;Arthropoda;Entognatha;Collembola;Onychiuridae;Onychiurus;Onychiurus armatus
;Protaphorura;Protaphorura Absolon, 1901;2120509;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Onychiuridae;Protaphorura;
;Tetrodontophora bielanensis;Tetrodontophora bielanensis (Waga, 1842);4538324;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Entognatha;Collembola;Onychiuridae;Tetrodontophora;Tetrodontophora bielanensis
;Tetrodontophora;Tetrodontophora Reuter, 1882;4404394;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Onychiuridae;Tetrodontophora;
;Onychiuridae;Onychiuridae;2982;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Entognatha;Collembola;Onychiuridae;;
;Podura aquatica;Podura aquatica Linnaeus, 1758;2122146;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Entognatha;Collembola;Poduridae;Podura;Podura aquatica
;Podura;Podura Linnaeus, 1758;2120438;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Poduridae;Podura;
;Poduridae;Poduridae;2876;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Entognatha;Collembola;Poduridae;;
;Sminthurus viridis;Sminthurus viridis (Linnaeus, 1758);5167064;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Entognatha;Collembola;Sminthuridae;Sminthurus;Sminthurus viridis
;Sminthurus;Sminthurus Latreille, 1802;7573560;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Sminthuridae;Sminthurus;
;Sminthuridae;Sminthuridae;5844;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Entognatha;Collembola;Sminthuridae;;
;Sminthurides aquaticus;Sminthurides aquatica (Bourlet, 1843);2120580;FUZZY;96;ACCEPTED;SPECIES;Animalia;Arthropoda;Entognatha;Collembola;Sminthurididae;Sminthurides;Sminthurides aquatica
;Sminthurides;Sminthurides Börner, 1900;2120564;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Sminthurididae;Sminthurides;
;Sminthurididae;Sminthurididae;2151;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Entognatha;Collembola;Sminthurididae;;
;Tullbergia yosii;Tullbergia yosii (Rusek, 1967);5167040;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Entognatha;Collembola;Tullbergiidae;Tullbergia;Tullbergia yosii
;Tullbergia;Tullbergia Lubbock, 1876;2120524;EXACT;92;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Tullbergiidae;Tullbergia;
;Tullbergiidae;Tullbergiidae;5842;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Entognatha;Collembola;Tullbergiidae;;
;Collembola;Collembola;546;EXACT;94;ACCEPTED;ORDER;Animalia;Arthropoda;Entognatha;Collembola;;;
;Campodea fragilis;Campodea fragilis Meinert, 1865;2119537;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Entognatha;Diplura;Campodeidae;Campodea;Campodea fragilis
;Campodea;Campodea Westwood, 1842;2119498;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Diplura;Campodeidae;Campodea;
;Campodeidae;Campodeidae;7218;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Entognatha;Diplura;Campodeidae;;
;Eosentomon;Eosentomon Berlese, 1908;2119156;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Protura;Eosentomidae;Eosentomon;
;Eosentomidae;Eosentomidae;6976;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Entognatha;Protura;Eosentomidae;;
;Protura;Protura;1185;EXACT;94;ACCEPTED;ORDER;Animalia;Arthropoda;Entognatha;Protura;;;
;Aphodius;Aphodius Illiger, 1789;9313493;EXACT;92;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Coleoptera;Aphodiidae;Aphodius;
;Aphodius johnsoni;Aphodius johnsoni Baraud, 1976;4424949;EXACT;98;SYNONYM;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Aphodiidae;Nimbus;Nimbus johnsoni
;Notiophilus rufipes;Notiophilus rufipes Curtis, 1829;5023058;EXACT;97;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Notiophilus;Notiophilus rufipes
;Notiophilus;Notiophilus Duméril, 1806;1247492;EXACT;92;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Notiophilus;
;Trechus obtusus;Trechus obtusus Erichson, 1837;1037319;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Trechus;Trechus obtusus
;Trechus quadristriatus;Trechus quadristriatus (Schrank, 1781);4476667;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Trechus;Trechus quadristriatus
;Trechus;Trechus de Clairville, 1806;1037288;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Trechus;
;Carabidae;Carabidae;3792;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;;
;Anthonomus grandis;Anthonomus grandis Boheman, 1843;5013559;EXACT;97;DOUBTFUL;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Anthonomus;Anthonomus grandis
;Anthonomus;Anthonomus Germar, 1817;9223407;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Anthonomus;
;Barynotus moerens;Barynotus moerens (Fabricius, 1792);1198632;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Barynotus;Barynotus moerens
;Barynotus obscurus;Barynotus obscurus (Fabricius, 1775);1198651;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Barynotus;Barynotus obscurus
;Barynotus;Barynotus Germar, 1817;1198599;EXACT;92;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Barynotus;
;Otiorhynchus armadillo;Otiorhynchus armadillo (Rossi, 1792);1195102;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Otiorhynchus;Otiorhynchus armadillo
;Otiorhynchus;Otiorhynchus Germar, 1822;1194803;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Otiorhynchus;
;Sitona lineatus;Sitona lineatus (Linnaeus, 1758);1181282;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Sitona;Sitona lineatus
;Sitona;Sitona Germar, 1817;1181195;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Sitona;
;Curculionidae;Curculionidae;4239;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;;
;Agriotes sordidus;Agriotes sordidus (Illiger, 1807);4308843;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Elateridae;Agriotes;Agriotes sordidus
;Agriotes;Agriotes Eschscholtz, 1829;1162125;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Coleoptera;Elateridae;Agriotes;
;Elateridae;Elateridae;7825;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Coleoptera;Elateridae;;
;Choleva angustata;Choleva angustata (Fabricius, 1781);4445230;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Leiodidae;Choleva;Choleva angustata
;Choleva;Choleva Latreille, 1796;9172976;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Coleoptera;Leiodidae;Choleva;
;Leiodidae;Leiodidae;4738;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Coleoptera;Leiodidae;;
;Amphimallon solstitiale;Amphimallon solstitiale (Linnaeus, 1758);1063891;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Melolonthidae;Amphimallon;Amphimallon solstitiale
;Amphimallon;Amphimallon Latreille, 1825;7521030;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Coleoptera;Melolonthidae;Amphimallon;
;Scarabaeidae;Scarabaeidae;5840;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Coleoptera;Scarabaeidae;;
;Tachyporus hypnorum;Tachyporus hypnorum Fabricius, 1775;4438583;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Tachyporus;Tachyporus hypnorum
;Tachyporus;Tachyporus Gravenhorst, 1802;4405532;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Tachyporus;
;Staphylinidae;Staphylinidae;7854;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;;
;Coleoptera;Coleoptera;1470;EXACT;94;ACCEPTED;ORDER;Animalia;Arthropoda;Insecta;Coleoptera;;;
;Forficula auricularia;Forficula auricularia Linnaeus, 1758;1419845;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Dermaptera;Forficulidae;Forficula;Forficula auricularia
;Forficula;Forficula Linnaeus, 1758;1419844;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Dermaptera;Forficulidae;Forficula;
;Forficulidae;Forficulidae;7861;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Dermaptera;Forficulidae;;
;Dermaptera;Dermaptera;1224;EXACT;94;ACCEPTED;ORDER;Animalia;Arthropoda;Insecta;Dermaptera;;;
;Tipula abdominalis;Tipula abdominalis (Say, 1823);1505603;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Diptera;Culicidae;Tipula;Tipula abdominalis
;Tipula cockerelliana;Tipula cockerelliana Alexander, 1925;1504935;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Diptera;Culicidae;Tipula;Tipula cockerelliana
;Tipula;Tipula Linnaeus, 1758;1446543;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Diptera;Culicidae;Tipula;
;Lonchoptera lutea;Lonchoptera lutea Panzer, 1809;1611430;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Diptera;Lonchopteridae;Lonchoptera;Lonchoptera lutea
;Lonchoptera;Lonchoptera Meigen, 1803;1611414;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Diptera;Lonchopteridae;Lonchoptera;
;Lonchopteridae;Lonchopteridae;5560;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Diptera;Lonchopteridae;;
;Psychomora mycophila;Psychomora mycophila Vaillant, 1988;9334110;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Diptera;Psychodidae;Psychomora;Psychomora mycophila
;Psychomora;Psychomora Jezek, 1984;1642567;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Diptera;Psychodidae;Psychomora;
;Psychodidae;Psychodidae;9164;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Diptera;Psychodidae;;
;Bradysia subrufescens;Bradysia subrufescens Mohrig & Krivosheina, 1989;1489006;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Diptera;Sciaridae;Bradysia;Bradysia subrufescens
;Bradysia;Bradysia Winnertz, 1867;1488203;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Diptera;Sciaridae;Bradysia;
;Peyerimhoffia alpina;Peyerimhoffia alpina Mohrig, 1978;4520829;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Diptera;Sciaridae;Peyerimhoffia;Peyerimhoffia alpina
;Peyerimhoffia;Peyerimhoffia Kieffer, 1903,1910;1487047;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Diptera;Sciaridae;Peyerimhoffia;
;Sciaridae;Sciaridae;3525;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Diptera;Sciaridae;;
;Tipulidae;Tipulidae;7634;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Diptera;Tipulidae;;
;Diptera;Diptera;811;EXACT;94;ACCEPTED;ORDER;Animalia;Arthropoda;Insecta;Diptera;;;
;Baetidae;Baetidae;7865;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Ephemeroptera;Baetidae;;
;Ephemeridae;Ephemeridae;4298;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Ephemeroptera;Ephemeridae;;
;Rhithrogena eatoni;Rhithrogena eatoni Esben-Petersen, 1912;4481401;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Ephemeroptera;Heptageniidae;Rhithrogena;Rhithrogena eatoni
;Rhithrogena;Rhithrogena Eaton, 1881;1408385;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Ephemeroptera;Heptageniidae;Rhithrogena;
;Heptageniidae;Heptageniidae;7873;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Ephemeroptera;Heptageniidae;;
;Ephemeroptera;Ephemeroptera;1225;EXACT;94;ACCEPTED;ORDER;Animalia;Arthropoda;Insecta;Ephemeroptera;;;
;Acyrthosiphon pisum;Acyrthosiphon pisum (Harris & M., 1776);2077503;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Acyrthosiphon;Acyrthosiphon pisum
;Acyrthosiphon;Acyrthosiphon Mordvilko, 1914;2077398;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Acyrthosiphon;
;Aphis;Aphis Linnaeus, 1758;2049562;EXACT;92;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Aphis;
;Aulacorthum solani;Aulacorthum solani (Kaltenbach, 1843);2076745;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Aulacorthum;Aulacorthum solani
;Aulacorthum;Aulacorthum Mordvilko, 1914;5735146;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Aulacorthum;
;Myzus persicae;Myzus persicae (Sulzer, 1776);2076179;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Myzus;Myzus persicae
;Myzus;Myzus Passerini, 1860;2076150;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Myzus;
;Pemphigus;Pemphigus Hartig, 1839;2049366;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Pemphigus;
;Rhopalosiphum padi;Rhopalosiphum padi (Linnaeus, 1758);2069580;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Rhopalosiphum;Rhopalosiphum padi
;Rhopalosiphum;Rhopalosiphum Koch, 1854;2069512;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Rhopalosiphum;
;Aphididae;Aphididae;3042;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;;
;Aphrodes hamiltoni;Aphrodes hamiltoni Quartau & Borges, 2003;2024738;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Aphrodes;Aphrodes hamiltoni
;Aphrodes;Aphrodes Curtis, 1833;2024716;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Aphrodes;
;Graphocephala atropunctata;Graphocephala atropunctata (Signoret, 1854);2041614;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Graphocephala;Graphocephala atropunctata
;Graphocephala;Graphocephala Van Duzee, 1916;2041610;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Graphocephala;
;Cicadellidae;Cicadellidae;9647;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;;
;Spissistilus festinus;Spissistilus festina Say;2022805;FUZZY;96;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Hemiptera;Membracidae;Spissistilus;Spissistilus festina
;Spissistilus;Spissistilus Caldwell, 1949;2022804;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Hemiptera;Membracidae;Spissistilus;
;Membracidae;Membracidae;7889;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Hemiptera;Membracidae;;
;Pemphigidae;Pemphigidae;4784087;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Hemiptera;Pemphigidae;;
;Hemiptera;Hemiptera;809;EXACT;94;ACCEPTED;ORDER;Animalia;Arthropoda;Insecta;Hemiptera;;;
;Apis mellifera;Apis mellifera Linnaeus, 1758;1341976;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Hymenoptera;Apidae;Apis;Apis mellifera
;Apis;Apis Fabricius;7799978;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Hymenoptera;Apidae;Apis;
;Apidae;Apidae;4334;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Hymenoptera;Apidae;;
;Aphidius ervi;Aphidius ervi Haliday, 1834;1269085;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Hymenoptera;Braconidae;Aphidius;Aphidius ervi
;Aphidius;Aphidius Nees von Esenbeck, 1818;1269075;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Hymenoptera;Braconidae;Aphidius;
;Braconidae;Braconidae;6910;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Hymenoptera;Braconidae;;
;Myrmica scabrinodis;Myrmica scabrinodis Nylander, 1846;1318887;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmica;Myrmica scabrinodis
;Myrmica;Myrmica Latreille, 1804;1318775;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmica;
;Formicidae;Formicidae;4342;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;;
;Hymenoptera;Hymenoptera;1457;EXACT;94;ACCEPTED;ORDER;Animalia;Arthropoda;Insecta;Hymenoptera;;;
;Noctua pronuba;Noctua pronuba (Linnaeus, 1758);1789695;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Lepidoptera;Noctuidae;Noctua;Noctua pronuba
;Noctua;Noctua Linnaeus, 1758;1789671;EXACT;92;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Lepidoptera;Noctuidae;Noctua;
;Noctuidae;Noctuidae;7015;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Lepidoptera;Noctuidae;;
;Lepidoptera;Lepidoptera;797;EXACT;94;ACCEPTED;ORDER;Animalia;Arthropoda;Insecta;Lepidoptera;;;
;Gryllus;Gryllus Linnaeus, 1758;1404683;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Orthoptera;Gryllidae;Gryllus;
;Gryllidae;Gryllidae;5925;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Orthoptera;Gryllidae;;
;Orthoptera;Orthoptera;1458;EXACT;94;ACCEPTED;ORDER;Animalia;Arthropoda;Insecta;Orthoptera;;;
;Leuctra;Leuctra Stephens, 1836;2001760;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Plecoptera;Leuctridae;Leuctra;
;Leuctridae;Leuctridae;2998;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Plecoptera;Leuctridae;;
;Nemurella pictetii;Nemurella pictetii (Klapálek, 1900);2002691;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Plecoptera;Nemouridae;Nemurella;Nemurella pictetii
;Nemurella;Nemurella Kempny, 1898;2002690;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Plecoptera;Nemouridae;Nemurella;
;Protonemura meyeri;Protonemura meyeri (Pictet & F.J., 1841);2003206;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Plecoptera;Nemouridae;Protonemura;Protonemura meyeri
;Protonemura;Protonemura Kempny, 1898;2003179;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Plecoptera;Nemouridae;Protonemura;
;Nemouridae;Nemouridae;2997;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Plecoptera;Nemouridae;;
;Gliricola;Gliricola Mjöberg & January, 1910;1032756;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Psocodea;Gyropidae;Gliricola;
;Gyropidae;Gyropidae;2785;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Psocodea;Gyropidae;;
;Thripidae;Thripidae;4387;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Thysanoptera;Thripidae;;
;Thysanoptera;Thysanoptera;1228;EXACT;94;ACCEPTED;ORDER;Animalia;Arthropoda;Insecta;Thysanoptera;;;
;Insecta;Insecta;216;EXACT;94;ACCEPTED;CLASS;Animalia;Arthropoda;Insecta;;;;
;Austropallene cornigera;Austropallene cornigera (Möbius, 1902);2118078;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Pycnogonida;Pantopoda;Callipallenidae;Austropallene;Austropallene cornigera
;Austropallene;Austropallene Hodgson, 1915;2118069;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Pycnogonida;Pantopoda;Callipallenidae;Austropallene;
;Callipallenidae;Callipallenidae;2011;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Pycnogonida;Pantopoda;Callipallenidae;;
;Pantopoda;Pantopoda;9477065;EXACT;94;ACCEPTED;ORDER;Animalia;Arthropoda;Pycnogonida;Pantopoda;;;
;Pycnogonida;Pycnogonida;354;EXACT;94;ACCEPTED;CLASS;Animalia;Arthropoda;Pycnogonida;;;;
;Arthropoda;Arthropoda;54;EXACT;94;ACCEPTED;PHYLUM;Animalia;Arthropoda;;;;;
;Diplosoma gumavirens;Diplosoma gumavirens Hirose & Oka, 2009;5854024;EXACT;98;ACCEPTED;SPECIES;Animalia;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Diplosoma;Diplosoma gumavirens
;Didemnidae;Didemnidae;5220;EXACT;96;ACCEPTED;FAMILY;Animalia;Chordata;Ascidiacea;Aplousobranchia;Didemnidae;;
;Holozoa;Holozoa Lesson, 1832;2331318;EXACT;94;SYNONYM;GENUS;Animalia;Chordata;Ascidiacea;Aplousobranchia;Holozoidae;Distaplia;
;Ascidiacea;Ascidiacea;356;EXACT;85;ACCEPTED;CLASS;Animalia;Chordata;Ascidiacea;;;;
;Bos taurus;Bos taurus Linnaeus, 1758;2441022;EXACT;98;ACCEPTED;SPECIES;Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;Bos taurus
;Bos;Bos Linnaeus, 1758;2441017;EXACT;94;ACCEPTED;GENUS;Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Bos;
;Bovidae;Bovidae;9614;EXACT;96;ACCEPTED;FAMILY;Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;;
