"occurrenceId";"verbatimScientificName";"scientificName";"key";"matchType";"confidence";"status";"rank";"kingdom";"phylum";"class";"order";"family";"genus";"species"
NA;"Cylindroiulus";"Cylindroiulus Verhoeff, 1894";1013523;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Diplopoda";"Julida";"Julidae";"Cylindroiulus";""
NA;"Julidae";"Julidae";4012;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Diplopoda";"Julida";"Julidae";"";""
NA;"Julida";"Julida";1019;"EXACT";94;"ACCEPTED";"ORDER";"Animalia";"Arthropoda";"Diplopoda";"Julida";"";"";""
NA;"Polydesmus coriaceus";"Polydesmus coriaceus Porat, 1870";1020585;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Diplopoda";"Polydesmida";"Polydesmidae";"Polydesmus";"Polydesmus coriaceus"
NA;"Polydesmidae";"Polydesmidae";4031;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Diplopoda";"Polydesmida";"Polydesmidae";"";""
NA;"Polydesmida";"Polydesmida";1247;"EXACT";94;"ACCEPTED";"ORDER";"Animalia";"Arthropoda";"Diplopoda";"Polydesmida";"";"";""
NA;"Diplopoda";"Diplopoda";361;"EXACT";94;"ACCEPTED";"CLASS";"Animalia";"Arthropoda";"Diplopoda";"";"";"";""
NA;"Dicranocentrus wangi";"Dicranocentrus wangi";7811155;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Entomobryidae";"Dicranocentrus";"Dicranocentrus wangi"
NA;"Dicranocentrus";"Dicranocentrus Schött, 1893";4640898;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Entomobryidae";"Dicranocentrus";""
NA;"Entomobrya multifasciata";"Entomobrya multifasciatus (Tullberg, 1871)";2120754;"FUZZY";96;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Entomobryidae";"Entomobrya";"Entomobrya multifasciatus"
NA;"Entomobrya";"Entomobrya Rondani, 1861";2120412;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Entomobryidae";"Entomobrya";""
NA;"Lepidocyrtus paradoxus";"Lepidocyrtus paradoxus Uzel, 1891";2120899;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Entomobryidae";"Lepidocyrtus";"Lepidocyrtus paradoxus"
NA;"Lepidocyrtus";"Lepidocyrtus Bourlet, 1839";2120880;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Entomobryidae";"Lepidocyrtus";""
NA;"Orchesella villosa";"Orchesella villosa (Linnaeus, 1767)";2120979;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Entomobryidae";"Orchesella";"Orchesella villosa"
NA;"Orchesella";"Orchesella Templeton, 1835";2120960;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Entomobryidae";"Orchesella";""
NA;"Seira";"Seira Lubbock, 1869";2120985;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Entomobryidae";"Seira";""
NA;"Seira barnardi";"Seira Lubbock, 1869";2120985;"HIGHERRANK";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Entomobryidae";"Seira";""
NA;"Willowsia nigromaculata";"Willowsia nigromaculata (Lubbock, 1873)";2120836;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Entomobryidae";"Willowsia";"Willowsia nigromaculata"
NA;"Willowsia";"Willowsia Shoebotham, 1917";2120827;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Entomobryidae";"Willowsia";""
NA;"Entomobryidae";"Entomobryidae";7216;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Entomobryidae";"";""
NA;"Ceratophysella";"Ceratophysella Börner, 1932";2121254;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Hypogastruridae";"Ceratophysella";""
NA;"Hypogastruridae";"Hypogastruridae";7215;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Hypogastruridae";"";""
NA;"Folsomia candida";"Folsomia candida Willem, 1902";2120383;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Isotomidae";"Folsomia";"Folsomia candida"
NA;"Folsomia quadrioculata";"Folsomia quadrioculata (Tullberg, 1871)";2120372;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Isotomidae";"Folsomia";"Folsomia quadrioculata"
NA;"Folsomia";"Folsomia Willem, 1902";2120344;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Isotomidae";"Folsomia";""
NA;"Isotoma viridis";"Isotoma viridis Bourlet, 1839";5166886;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Isotomidae";"Isotoma";"Isotoma viridis"
NA;"Isotomiella minor";"Isotomiella minor (Schaeffer, 1896)";2120343;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Isotomidae";"Isotomiella";"Isotomiella minor"
NA;"Isotomiella";"Isotomiella Bagnall, 1939";2120341;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Isotomidae";"Isotomiella";""
NA;"Tetracanthella";"Tetracanthella Schött, 1891";2119703;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Isotomidae";"Tetracanthella";""
NA;"Vertagopus";"Vertagopus Börner, 1906";7737552;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Isotomidae";"Vertagopus";""
NA;"Isotomidae";"Isotomidae";7214;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Isotomidae";"";""
NA;"Sminthurinus bimaculatus";"Sminthurinus bimaculatus Axelson, 1902";4537148;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Katiannidae";"Sminthurinus";"Sminthurinus bimaculatus"
NA;"Sminthurinus";"Sminthurinus Börner, 1901";2122202;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Katiannidae";"Sminthurinus";""
NA;"Katiannidae";"Katiannidae";2983;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Katiannidae";"";""
NA;"Crossodonthina";"Crossodonthina Yosii, 1954";2121983;"EXACT";93;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Neanuridae";"Crossodonthina";""
NA;"Crossodonthina koreana";"Crossodonthina Yosii, 1954";2121983;"HIGHERRANK";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Neanuridae";"Crossodonthina";""
NA;"Friesea grisea";"Friesea grisea Schaffer, 1891";8891999;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Neanuridae";"Friesea";"Friesea grisea"
NA;"Friesea";"Friesea Dalla Torre, 1895";2122052;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Neanuridae";"Friesea";""
NA;"Neanuridae";"Neanuridae";7212;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Neanuridae";"";""
NA;"Megalothorax";"Megalothorax Willem, 1900";2122150;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Neelidae";"Megalothorax";""
NA;"Neelidae";"Neelidae";3690;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Neelidae";"";""
NA;"Protaphorura armata";"Protaphorura armata (Tullberg, 1869)";2120510;"EXACT";98;"SYNONYM";"SPECIES";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Onychiuridae";"Onychiurus";"Onychiurus armatus"
NA;"Protaphorura";"Protaphorura Absolon, 1901";2120509;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Onychiuridae";"Protaphorura";""
NA;"Tetrodontophora bielanensis";"Tetrodontophora bielanensis (Waga, 1842)";4538324;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Onychiuridae";"Tetrodontophora";"Tetrodontophora bielanensis"
NA;"Tetrodontophora";"Tetrodontophora Reuter, 1882";4404394;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Onychiuridae";"Tetrodontophora";""
NA;"Onychiuridae";"Onychiuridae";2982;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Onychiuridae";"";""
NA;"Podura aquatica";"Podura aquatica Linnaeus, 1758";2122146;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Poduridae";"Podura";"Podura aquatica"
NA;"Podura";"Podura Linnaeus, 1758";2120438;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Poduridae";"Podura";""
NA;"Poduridae";"Poduridae";2876;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Poduridae";"";""
NA;"Sminthurus viridis";"Sminthurus viridis (Linnaeus, 1758)";5167064;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Sminthuridae";"Sminthurus";"Sminthurus viridis"
NA;"Sminthurus";"Sminthurus Latreille, 1802";7573560;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Sminthuridae";"Sminthurus";""
NA;"Sminthuridae";"Sminthuridae";5844;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Sminthuridae";"";""
NA;"Sminthurides aquaticus";"Sminthurides aquatica (Bourlet, 1843)";2120580;"FUZZY";96;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Sminthurididae";"Sminthurides";"Sminthurides aquatica"
NA;"Sminthurides";"Sminthurides Börner, 1900";2120564;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Sminthurididae";"Sminthurides";""
NA;"Sminthurididae";"Sminthurididae";2151;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Sminthurididae";"";""
NA;"Tullbergia yosii";"Tullbergia yosii (Rusek, 1967)";5167040;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Tullbergiidae";"Tullbergia";"Tullbergia yosii"
NA;"Tullbergia";"Tullbergia Lubbock, 1876";2120524;"EXACT";92;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Tullbergiidae";"Tullbergia";""
NA;"Tullbergiidae";"Tullbergiidae";5842;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Tullbergiidae";"";""
NA;"Collembola";"Collembola";546;"EXACT";94;"ACCEPTED";"ORDER";"Animalia";"Arthropoda";"Entognatha";"Collembola";"";"";""
NA;"Campodea fragilis";"Campodea fragilis Meinert, 1865";2119537;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Entognatha";"Diplura";"Campodeidae";"Campodea";"Campodea fragilis"
NA;"Campodea";"Campodea Westwood, 1842";2119498;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Diplura";"Campodeidae";"Campodea";""
NA;"Campodeidae";"Campodeidae";7218;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Entognatha";"Diplura";"Campodeidae";"";""
NA;"Eosentomon";"Eosentomon Berlese, 1908";2119156;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Protura";"Eosentomidae";"Eosentomon";""
NA;"Eosentomidae";"Eosentomidae";6976;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Entognatha";"Protura";"Eosentomidae";"";""
NA;"Protura";"Protura";1185;"EXACT";94;"ACCEPTED";"ORDER";"Animalia";"Arthropoda";"Entognatha";"Protura";"";"";""
NA;"Aphodius";"Aphodius Illiger, 1789";9313493;"EXACT";92;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Aphodiidae";"Aphodius";""
NA;"Aphodius johnsoni";"Aphodius johnsoni Baraud, 1976";4424949;"EXACT";98;"SYNONYM";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Aphodiidae";"Nimbus";"Nimbus johnsoni"
NA;"Notiophilus rufipes";"Notiophilus rufipes Curtis, 1829";5023058;"EXACT";97;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Notiophilus";"Notiophilus rufipes"
NA;"Notiophilus";"Notiophilus Duméril, 1806";1247492;"EXACT";92;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Notiophilus";""
NA;"Trechus obtusus";"Trechus obtusus Erichson, 1837";1037319;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Trechus";"Trechus obtusus"
NA;"Trechus quadristriatus";"Trechus quadristriatus (Schrank, 1781)";4476667;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Trechus";"Trechus quadristriatus"
NA;"Trechus";"Trechus de Clairville, 1806";1037288;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Trechus";""
NA;"Carabidae";"Carabidae";3792;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"";""
NA;"Anthonomus grandis";"Anthonomus grandis Boheman, 1843";5013559;"EXACT";97;"DOUBTFUL";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Curculionidae";"Anthonomus";"Anthonomus grandis"
NA;"Anthonomus";"Anthonomus Germar, 1817";9223407;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Curculionidae";"Anthonomus";""
NA;"Barynotus moerens";"Barynotus moerens (Fabricius, 1792)";1198632;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Curculionidae";"Barynotus";"Barynotus moerens"
NA;"Barynotus obscurus";"Barynotus obscurus (Fabricius, 1775)";1198651;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Curculionidae";"Barynotus";"Barynotus obscurus"
NA;"Barynotus";"Barynotus Germar, 1817";1198599;"EXACT";92;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Curculionidae";"Barynotus";""
NA;"Otiorhynchus armadillo";"Otiorhynchus armadillo (Rossi, 1792)";1195102;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Curculionidae";"Otiorhynchus";"Otiorhynchus armadillo"
NA;"Otiorhynchus";"Otiorhynchus Germar, 1822";1194803;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Curculionidae";"Otiorhynchus";""
NA;"Sitona lineatus";"Sitona lineatus (Linnaeus, 1758)";1181282;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Curculionidae";"Sitona";"Sitona lineatus"
NA;"Sitona";"Sitona Germar, 1817";1181195;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Curculionidae";"Sitona";""
NA;"Curculionidae";"Curculionidae";4239;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Curculionidae";"";""
NA;"Agriotes sordidus";"Agriotes sordidus (Illiger, 1807)";4308843;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Elateridae";"Agriotes";"Agriotes sordidus"
NA;"Agriotes";"Agriotes Eschscholtz, 1829";1162125;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Elateridae";"Agriotes";""
NA;"Elateridae";"Elateridae";7825;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Elateridae";"";""
NA;"Choleva angustata";"Choleva angustata (Fabricius, 1781)";4445230;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Leiodidae";"Choleva";"Choleva angustata"
NA;"Choleva";"Choleva Latreille, 1796";9172976;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Leiodidae";"Choleva";""
NA;"Leiodidae";"Leiodidae";4738;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Leiodidae";"";""
NA;"Amphimallon solstitiale";"Amphimallon solstitiale (Linnaeus, 1758)";1063891;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Melolonthidae";"Amphimallon";"Amphimallon solstitiale"
NA;"Amphimallon";"Amphimallon Latreille, 1825";7521030;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Melolonthidae";"Amphimallon";""
NA;"Scarabaeidae";"Scarabaeidae";5840;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Scarabaeidae";"";""
NA;"Tachyporus hypnorum";"Tachyporus hypnorum Fabricius, 1775";4438583;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Staphylinidae";"Tachyporus";"Tachyporus hypnorum"
NA;"Tachyporus";"Tachyporus Gravenhorst, 1802";4405532;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Staphylinidae";"Tachyporus";""
NA;"Staphylinidae";"Staphylinidae";7854;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Staphylinidae";"";""
NA;"Coleoptera";"Coleoptera";1470;"EXACT";94;"ACCEPTED";"ORDER";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"";"";""
NA;"Forficula auricularia";"Forficula auricularia Linnaeus, 1758";1419845;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Dermaptera";"Forficulidae";"Forficula";"Forficula auricularia"
NA;"Forficula";"Forficula Linnaeus, 1758";1419844;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Dermaptera";"Forficulidae";"Forficula";""
NA;"Forficulidae";"Forficulidae";7861;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Insecta";"Dermaptera";"Forficulidae";"";""
NA;"Dermaptera";"Dermaptera";1224;"EXACT";94;"ACCEPTED";"ORDER";"Animalia";"Arthropoda";"Insecta";"Dermaptera";"";"";""
NA;"Tipula abdominalis";"Tipula abdominalis (Say, 1823)";1505603;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Diptera";"Culicidae";"Tipula";"Tipula abdominalis"
NA;"Tipula cockerelliana";"Tipula cockerelliana Alexander, 1925";1504935;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Diptera";"Culicidae";"Tipula";"Tipula cockerelliana"
NA;"Tipula";"Tipula Linnaeus, 1758";1446543;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Diptera";"Culicidae";"Tipula";""
NA;"Lonchoptera lutea";"Lonchoptera lutea Panzer, 1809";1611430;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Diptera";"Lonchopteridae";"Lonchoptera";"Lonchoptera lutea"
NA;"Lonchoptera";"Lonchoptera Meigen, 1803";1611414;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Diptera";"Lonchopteridae";"Lonchoptera";""
NA;"Lonchopteridae";"Lonchopteridae";5560;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Insecta";"Diptera";"Lonchopteridae";"";""
NA;"Psychomora mycophila";"Psychomora mycophila Vaillant, 1988";9334110;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Diptera";"Psychodidae";"Psychomora";"Psychomora mycophila"
NA;"Psychomora";"Psychomora Jezek, 1984";1642567;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Diptera";"Psychodidae";"Psychomora";""
NA;"Psychodidae";"Psychodidae";9164;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Insecta";"Diptera";"Psychodidae";"";""
NA;"Bradysia subrufescens";"Bradysia subrufescens Mohrig & Krivosheina, 1989";1489006;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Diptera";"Sciaridae";"Bradysia";"Bradysia subrufescens"
NA;"Bradysia";"Bradysia Winnertz, 1867";1488203;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Diptera";"Sciaridae";"Bradysia";""
NA;"Peyerimhoffia alpina";"Peyerimhoffia alpina Mohrig, 1978";4520829;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Diptera";"Sciaridae";"Peyerimhoffia";"Peyerimhoffia alpina"
NA;"Peyerimhoffia";"Peyerimhoffia Kieffer, 1903,1910";1487047;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Diptera";"Sciaridae";"Peyerimhoffia";""
NA;"Sciaridae";"Sciaridae";3525;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Insecta";"Diptera";"Sciaridae";"";""
NA;"Tipulidae";"Tipulidae";7634;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Insecta";"Diptera";"Tipulidae";"";""
NA;"Diptera";"Diptera";811;"EXACT";94;"ACCEPTED";"ORDER";"Animalia";"Arthropoda";"Insecta";"Diptera";"";"";""
NA;"Baetidae";"Baetidae";7865;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Insecta";"Ephemeroptera";"Baetidae";"";""
NA;"Ephemeridae";"Ephemeridae";4298;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Insecta";"Ephemeroptera";"Ephemeridae";"";""
NA;"Rhithrogena eatoni";"Rhithrogena eatoni Esben-Petersen, 1912";4481401;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Ephemeroptera";"Heptageniidae";"Rhithrogena";"Rhithrogena eatoni"
NA;"Rhithrogena";"Rhithrogena Eaton, 1881";1408385;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Ephemeroptera";"Heptageniidae";"Rhithrogena";""
NA;"Heptageniidae";"Heptageniidae";7873;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Insecta";"Ephemeroptera";"Heptageniidae";"";""
NA;"Ephemeroptera";"Ephemeroptera";1225;"EXACT";94;"ACCEPTED";"ORDER";"Animalia";"Arthropoda";"Insecta";"Ephemeroptera";"";"";""
NA;"Acyrthosiphon pisum";"Acyrthosiphon pisum (Harris & M., 1776)";2077503;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Hemiptera";"Aphididae";"Acyrthosiphon";"Acyrthosiphon pisum"
NA;"Acyrthosiphon";"Acyrthosiphon Mordvilko, 1914";2077398;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Hemiptera";"Aphididae";"Acyrthosiphon";""
NA;"Aphis";"Aphis Linnaeus, 1758";2049562;"EXACT";92;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Hemiptera";"Aphididae";"Aphis";""
NA;"Aulacorthum solani";"Aulacorthum solani (Kaltenbach, 1843)";2076745;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Hemiptera";"Aphididae";"Aulacorthum";"Aulacorthum solani"
NA;"Aulacorthum";"Aulacorthum Mordvilko, 1914";5735146;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Hemiptera";"Aphididae";"Aulacorthum";""
NA;"Myzus persicae";"Myzus persicae (Sulzer, 1776)";2076179;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Hemiptera";"Aphididae";"Myzus";"Myzus persicae"
NA;"Myzus";"Myzus Passerini, 1860";2076150;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Hemiptera";"Aphididae";"Myzus";""
NA;"Pemphigus";"Pemphigus Hartig, 1839";2049366;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Hemiptera";"Aphididae";"Pemphigus";""
NA;"Rhopalosiphum padi";"Rhopalosiphum padi (Linnaeus, 1758)";2069580;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Hemiptera";"Aphididae";"Rhopalosiphum";"Rhopalosiphum padi"
NA;"Rhopalosiphum";"Rhopalosiphum Koch, 1854";2069512;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Hemiptera";"Aphididae";"Rhopalosiphum";""
NA;"Aphididae";"Aphididae";3042;"EXACT";96;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Insecta";"Hemiptera";"Aphididae";"";""
NA;"Aphrodes hamiltoni";"Aphrodes hamiltoni Quartau & Borges, 2003";2024738;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Hemiptera";"Cicadellidae";"Aphrodes";"Aphrodes hamiltoni"
NA;"Aphrodes";"Aphrodes Curtis, 1833";2024716;"EXACT";94;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Hemiptera";"Cicadellidae";"Aphrodes";""
NA;"Graphocephala atropunctata";"Graphocephala atropunctata (Signoret, 1854)";2041614;"EXACT";98;"ACCEPTED";"SPECIES";"Animalia";"Arthropoda";"Insecta";"Hemiptera";"Cicadellidae";"Graphocephala";"Graphocephala atropunctata"
