"";"Meth";"Tax";"P1";"P2";"DiffP12";"DiffP21"
"1637";"none";"family";"D-";"C-";"Dorylaimidae, Mallomonadaceae, Microlaimidae, Rhabditidae, Onychiuridae, Tullbergiidae, Tylencholaimidae, Lacrymariidae, Mononchidae, Laelapidae, Veigaiidae, Mermithidae, Aphididae, Longidoridae, Meloidogynidae, Protomycetaceae, Bryometopidae, Leptosphaeriaceae, Acrospermaceae, Chaetosphaeriaceae, Cyphellophoraceae, Halosphaeriaceae, Hydnodontaceae, Orbiliaceae, Sebacinaceae, Trichosporonaceae, Acidiferrobacteraceae, Apiaceae, Melastomataceae, Plantaginaceae";"Brachionidae, Halteriidae, Monhysteridae, Myxochloridaceae, Nassulidae, Panagrolaimidae, Paulinellidae, Prismatolaimidae, Tetrahymenidae, Trichocercidae, Vahlkampfiidae, Clavicipitaceae, Forficulidae, Theridiidae, Elateridae, Hoplolaimidae, Aphelenchoididae, Sminthurididae, Ambisporaceae, Archaeosporaceae, Diversisporaceae, Gigasporaceae, Glomeraceae, Paraglomeraceae, Carabidae, Bulleraceae, Cryphonectriaceae, Cucurbitariaceae, Dacrymycetaceae, Fibrobacteraceae, Lachnocladiaceae, Mucoraceae, Pluteaceae, Saccharomycetaceae, Spizellomycetaceae, Trichocomaceae, Bacteriovoracaceae, Enterobacteriaceae, Halieaceae, Ktedonobacteraceae, Moraxellaceae, Myxococcaceae, Planococcaceae, Propionibacteriaceae, Rhodobacteraceae, Sanguibacteraceae, Staphylococcaceae, Julidae, Polydesmidae, Tectocepheidae, Betulaceae, Botryidiopsidaceae, Bracteacoccaceae, Caryophyllaceae, Chlorococcaceae, Ericaceae, Heteropediaceae, Juncaceae, Lamiaceae, Naviculaceae, Salicaceae, Taxaceae, Vaucheriaceae, Xanthonemataceae"
"1638";"none";"family";"D-";"C+";"Epistylidae, Aphelenchidae, Hypogastruridae, Neanuridae, Onychiuridae, Dileptidae, Parasitidae, Mermithidae, Aphididae, Bovidae, Vampyrellidae, Sebacinaceae, Melastomataceae, Plantaginaceae, Urticaceae";"Chthoniidae, Clavicipitaceae, Phytoseiidae, Bardeliellidae, Bicosoecidae, Brachionidae, Halteriidae, Paulinellidae, Prismatolaimidae, Stephanoecidae, Uronematidae, Vahlkampfiidae, Acaridae, Anguinidae, Aphelenchoididae, Eosentomidae, Elateridae, Hoplolaimidae, Chytridiaceae, Anoplophryidae, Basidiobolaceae, Cucurbitariaceae, Cunninghamellaceae, Mucoraceae, Pluteaceae, Saccharomycetaceae, Trichocomaceae, Bacteriovoracaceae, Enterobacteriaceae, Ktedonobacteraceae, Moraxellaceae, Planococcaceae, Propionibacteriaceae, Rhodobacteraceae, Protoribatidae, Tectocepheidae, Bracteacoccaceae, Eustigmataceae, Naviculaceae, Xanthonemataceae"
"1639";"none";"family";"D-";"D-";"";""
"1640";"none";"family";"D-";"D+";"Epistylidae, Hausmanniellidae, Heterophryidae, Microlaimidae, Plectidae, Hypogastruridae, Amphileptidae, Lacrymariidae, Parasitidae, Veigaiidae, Leptosphaeriaceae, Olpidiaceae, Saprolegniaceae, Hyaloscyphaceae, Nannocystaceae, Botryochloridaceae, Melastomataceae, Plantaginaceae, Urticaceae";"Clavicipitaceae, Phytoseiidae, Bardeliellidae, Bicosoecidae, Brachionidae, Monhysteridae, Nassulidae, Paulinellidae, Prismatolaimidae, Stephanoecidae, Uronematidae, Vahlkampfiidae, Acaridae, Aphelenchoididae, Hoplolaimidae, Entylomataceae, Cryptococcaceae, Cucurbitariaceae, Cunninghamellaceae, Dacrymycetaceae, Fibrobacteraceae, Lachnocladiaceae, Pluteaceae, Saccharomycetaceae, Sphaerobolaceae, Trichocomaceae, Enterobacteriaceae, Halieaceae, Ktedonobacteraceae, Moraxellaceae, Planococcaceae, Propionibacteriaceae, Rhodobacteraceae, Staphylococcaceae, Protoribatidae, Tipulidae, Actinochloridaceae, Botryidiopsidaceae, Eustigmataceae, Hydrophyllaceae, Linaceae, Naviculaceae, Ranunculaceae, Salicaceae, Xanthonemataceae"
"1641";"none";"family";"D-";"E-";"Dorylaimidae, Epistylidae, Hausmanniellidae, Plectidae, Qudsianematidae, Rhabditidae, Aphelenchidae, Hypogastruridae, Neanuridae, Nygolaimidae, Laelapidae, Mermithidae, Trypanosomatidae, Aphididae, Protomycetaceae, Olpidiaceae, Hyphochytriaceae, Halosphaeriaceae, Marasmiaceae, Sebacinaceae, Nannocystaceae, Aquifoliaceae, Melastomataceae, Plantaginaceae, Urticaceae";"Anystidae, Clavicipitaceae, Bardeliellidae, Cinetochilidae, Halteriidae, Monhysteridae, Stephanoecidae, Uronematidae, Vahlkampfiidae, Acaridae, Eosentomidae, Basidiobolaceae, Cryphonectriaceae, Cucurbitariaceae, Cunninghamellaceae, Mucoraceae, Pluteaceae, Saccharomycetaceae, Spizellomycetaceae, Actinospicaceae, Bacteriovoracaceae, Enterobacteriaceae, Ktedonobacteraceae, Moraxellaceae, Planococcaceae, Propionibacteriaceae, Rhodobacteraceae, Roseiarcaceae, Staphylococcaceae, Bracteacoccaceae, Chlorococcaceae, Eustigmataceae, Heteropediaceae, Naviculaceae, Salicaceae, Taxaceae"
"1642";"none";"family";"D-";"E+";"Cyclidiidae, Dorylaimidae, Microthoracidae, Oxytrichidae, Hypogastruridae, Neanuridae, Dileptidae, Lacrymariidae, Veigaiidae, Mermithidae, Longidoridae, Pratylenchidae, Hydnodontaceae, Pyxidiophoraceae, Alicorhagiidae, Melastomataceae, Plantaginaceae, Urticaceae";"Bardeliellidae, Bicosoecidae, Brachionidae, Halteriidae, Monhysteridae, Prismatolaimidae, Stephanoecidae, Vahlkampfiidae, Anguinidae, Lonchopteridae, Sminthurididae, Acropisthiidae, Phytoseiidae, Clavicipitaceae, Hoplolaimidae, Synchytriaceae, Archaeosporaceae, Claroideoglomeraceae, Diversisporaceae, Gigasporaceae, Glomeraceae, Paraglomeraceae, Monocystidae, Theridiidae, Basidiobolaceae, Bulleraceae, Catenariaceae, Cryphonectriaceae, Cryptococcaceae, Cucurbitariaceae, Cunninghamellaceae, Dacrymycetaceae, Mucoraceae, Onygenaceae, Pluteaceae, Sphaerobolaceae, Sporormiaceae, Bacteriovoracaceae, Moraxellaceae, Propionibacteriaceae, Rhodobacteraceae, Sanguibacteraceae, Tipulidae, Apocynaceae, Betulaceae, Bracteacoccaceae, Caricaceae, Caryophyllaceae, Convolvulaceae, Cucurbitaceae, Eustigmataceae, Heteropediaceae, Juglandaceae, Naviculaceae, Xanthonemataceae"
"1643";"none";"family";"D-";"F-";"Dorylaimidae, Epistylidae, Microthoracidae, Vexilliferidae, Zoothamniidae, Hypogastruridae, Tylencholaimidae, Veigaiidae, Mermithidae, Aphididae, Meloidogynidae, Merliniidae, Protomycetaceae, Leptosphaeriaceae, Saprolegniaceae, Halosphaeriaceae, Hyaloscyphaceae, Hymenochaetaceae, Ignavibacteriaceae, Leptospiraceae, Marasmiaceae, Pyxidiophoraceae, Serpulaceae, Sporidiobolaceae, Strophariaceae, Acidiferrobacteraceae, Cenarchaeaceae, Clostridiaceae, Clostridiales Family XVII. Incertae Sedis, Paenibacillaceae, Rhodobiaceae, Sphaerobacteraceae, Oribatulidae, Apiaceae, Chlamydomonadaceae, Klebsormidiaceae, Melastomataceae, Plantaginaceae, Tribonemataceae, Urticaceae";"Bicosoecidae, Blepharismidae, Brachionidae, Cinetochilidae, Halteriidae, Oxystominidae, Prismatolaimidae, Prorodontidae, Siluaniidae, Stephanoecidae, Teratocephalidae, Tetrahymenidae, Tripylidae, Uronematidae, Vahlkampfiidae, Aphelenchoididae, Eosentomidae, Leiodidae, Poduridae, Phytoseiidae, Rhagidiidae, Clavicipitaceae, Didymellaceae, Heteroderidae, Hoplolaimidae, Cystobasidiaceae, Chytridiaceae, Ambisporaceae, Archaeosporaceae, Claroideoglomeraceae, Diversisporaceae, Gigasporaceae, Glomeraceae, Paraglomeraceae, Curculionidae, Carabidae, Archaeorhizomycetaceae, Basidiobolaceae, Catenariaceae, Clavariaceae, Cryptococcaceae, Cucurbitariaceae, Cunninghamellaceae, Geastraceae, Lachnocladiaceae, Mucoraceae, Onygenaceae, Pluteaceae, Spizellomycetaceae, Trichocomaceae, Bacteriovoracaceae, Coxiellaceae, Halieaceae, Ktedonobacteraceae, Planococcaceae, Roseiarcaceae, Scarabaeidae, Brachychthoniidae, Campodeidae, Sciaridae, Tectocepheidae, Caryophyllaceae, Cucurbitaceae, Eudubosquellidae, Naviculaceae, Peridiniaceae, Salicaceae"
"1644";"none";"family";"D-";"F+";"Dorylaimidae, Epistylidae, Rhabditidae, Vexilliferidae, Zoothamniidae, Hypogastruridae, Tylencholaimidae, Amphileptidae, Mermithidae, Trypanosomatidae, Meloidogynidae, Merliniidae, Protomycetaceae, Dipodascaceae, Halosphaeriaceae, Hymenochaetaceae, Ignavibacteriaceae, Leptospiraceae, Marasmiaceae, Pyxidiophoraceae, Sebacinaceae, Serpulaceae, Spirochaetaceae, Strophariaceae, Tubeufiaceae, Acidothermaceae, Bolbitiaceae, Clostridiales Family XVII. Incertae Sedis, Demequinaceae, Nannocystaceae, Paenibacillaceae, Rhodobiaceae, Sphaerobacteraceae, Oribatulidae, Apiaceae, Melastomataceae, Solanaceae, Tribonemataceae, Urticaceae";"Bicosoecidae, Blepharismidae, Brachionidae, Cinetochilidae, Halteriidae, Oxystominidae, Prismatolaimidae, Prorodontidae, Siluaniidae, Stephanoecidae, Teratocephalidae, Tripylidae, Uronematidae, Vahlkampfiidae, Aphelenchoididae, Eosentomidae, Katiannidae, Poduridae, Sminthurididae, Diplogasteroididae, Phytoseiidae, Rhagidiidae, Clavicipitaceae, Didymellaceae, Hoplolaimidae, Chytridiaceae, Gyropidae, Archaeosporaceae, Claroideoglomeraceae, Diversisporaceae, Gigasporaceae, Glomeraceae, Paraglomeraceae, Chilodonellidae, Carabidae, Archaeorhizomycetaceae, Basidiobolaceae, Catenariaceae, Clavariaceae, Cryptococcaceae, Cunninghamellaceae, Geastraceae, Lachnocladiaceae, Mucoraceae, Pluteaceae, Spizellomycetaceae, Sporormiaceae, Trichocomaceae, Actinospicaceae, Bacteriovoracaceae, Coxiellaceae, Enterobacteriaceae, Halieaceae, Ktedonobacteraceae, Planococcaceae, Roseiarcaceae, Brachychthoniidae, Campodeidae, Tectocepheidae, Caryophyllaceae, Naviculaceae, Peridiniaceae, Taxaceae"
"1645";"none";"family";"D-";"G-";"Dorylaimidae, Mallomonadaceae, Microthoracidae, Stemonitidae, Vexilliferidae, Sminthuridae, Tylencholaimidae, Veigaiidae, Mermithidae, Trypanosomatidae, Meloidogynidae, Mrakiaceae, Leptosphaeriaceae, Saprolegniaceae, Bionectriaceae, Halosphaeriaceae, Hyaloscyphaceae, Ignavibacteriaceae, Leptospiraceae, Marasmiaceae, Pyxidiophoraceae, Sebacinaceae, Spirochaetaceae, Sporidiobolaceae, Tubeufiaceae, Acidiferrobacteraceae, Cenarchaeaceae, Clostridiales Family XVII. Incertae Sedis, Demequinaceae, Methanomassiliicoccaceae, Microthrixaceae, Nannocystaceae, Paenibacillaceae, Thermoactinomycetaceae, Oribatulidae, Aquifoliaceae, Chlamydomonadaceae, Klebsormidiaceae, Melastomataceae, Palmellaceae, Plantaginaceae, Pleurochloridaceae, Scenedesmaceae, Tribonemataceae, Urticaceae";"Bicosoecidae, Blepharismidae, Brachionidae, Halteriidae, Oxystominidae, Prismatolaimidae, Stephanoecidae, Teratocephalidae, Tetrahymenidae, Tripylidae, Uronematidae, Vahlkampfiidae, Anguinidae, Aphelenchoididae, Eosentomidae, Poduridae, Sminthurididae, Staphylinidae, Diplogasteroididae, Anystidae, Phytoseiidae, Rhagidiidae, Clavicipitaceae, Didymellaceae, Hoplolaimidae, Synchytriaceae, Cystobasidiaceae, Pemphigidae, Chytridiaceae, Ambisporaceae, Archaeosporaceae, Claroideoglomeraceae, Diversisporaceae, Gigasporaceae, Glomeraceae, Paraglomeraceae, Archaeorhizomycetaceae, Basidiobolaceae, Clavariaceae, Cryptococcaceae, Cucurbitariaceae, Cunninghamellaceae, Endochytriaceae, Lachnocladiaceae, Mucoraceae, Oligoflexaceae, Onygenaceae, Pluteaceae, Sphaerobolaceae, Spizellomycetaceae, Coxiellaceae, Halieaceae, Propionibacteriaceae, Rhodobacteraceae, Campodeidae, Julidae, Sciaridae, Tectocepheidae, Caryophyllaceae, Eudubosquellidae, Formicidae, Naviculaceae, Peridiniaceae, Salicaceae, Taxaceae"
"1646";"none";"family";"D-";"G+";"Dorylaimidae, Microthoracidae, Vexilliferidae, Zoothamniidae, Hypogastruridae, Tylencholaimidae, Amphisiellidae, Anatonchidae, Mermithidae, Trypanosomatidae, Ceratobasidiaceae, Longidoridae, Meloidogynidae, Protomycetaceae, Bryometopidae, Spirofilidae, Saprolegniaceae, Corticiaceae, Dipodascaceae, Halosphaeriaceae, Hygrophoraceae, Ignavibacteriaceae, Marasmiaceae, Pyxidiophoraceae, Sebacinaceae, Serpulaceae, Spirochaetaceae, Sporidiobolaceae, Tubeufiaceae, Acidiferrobacteraceae, Aurantimonadaceae, Cenarchaeaceae, Clostridiales Family XVII. Incertae Sedis, Desulfobulbaceae, Methanomassiliicoccaceae, Nannocystaceae, Paenibacillaceae, Pasteuriaceae, Oribatulidae, Apiaceae, Botryochloridaceae, Chaetophoraceae, Chlamydomonadaceae, Melastomataceae, Palmellaceae, Plantaginaceae, Pleurochloridaceae";"Bicosoecidae, Blepharismidae, Brachionidae, Halteriidae, Oxystominidae, Prismatolaimidae, Siluaniidae, Stephanoecidae, Teratocephalidae, Tripylidae, Uronematidae, Vahlkampfiidae, Anguinidae, Aphelenchoididae, Eosentomidae, Katiannidae, Lonchopteridae, Poduridae, Diplogasteroididae, Phytoseiidae, Clavicipitaceae, Hoplolaimidae, Cystobasidiaceae, Pemphigidae, Chytridiaceae, Archaeosporaceae, Diversisporaceae, Gigasporaceae, Glomeraceae, Paraglomeraceae, Monocystidae, Curculionidae, Archaeorhizomycetaceae, Basidiobolaceae, Catenariaceae, Clavariaceae, Cryptococcaceae, Cunninghamellaceae, Lachnocladiaceae, Mucoraceae, Onygenaceae, Spizellomycetaceae, Actinospicaceae, Coxiellaceae, Halieaceae, Moraxellaceae, Planococcaceae, Propionibacteriaceae, Rhodobacteraceae, Roseiarcaceae, Brachychthoniidae, Julidae, Tectocepheidae, Tipulidae, Caryophyllaceae"
"1647";"none";"family";"D-";"H-";"Dorylaimidae, Microlaimidae, Paraphysomonadaceae, Qudsianematidae, Rhabditidae, Vexilliferidae, Zoothamniidae, Aphelenchidae, Hypogastruridae, Tylencholaimidae, Amphileptidae, Amphisiellidae, Anatonchidae, Mononchidae, Veigaiidae, Mermithidae, Bovidae, Longidoridae, Meloidogynidae, Mrakiaceae, Bryometopidae, Euplotidae, Spirofilidae, Bionectriaceae, Halosphaeriaceae, Holophagaceae, Hyaloscyphaceae, Hygrophoraceae, Hymenochaetaceae, Ignavibacteriaceae, Leptospiraceae, Marasmiaceae, Phycisphaeraceae, Pyxidiophoraceae, Sebacinaceae, Serpulaceae, Spirochaetaceae, Sporidiobolaceae, Strophariaceae, Acidiferrobacteraceae, Acidothermaceae, Aurantimonadaceae, Bolbitiaceae, Brucellaceae, Cellulomonadaceae, Cenarchaeaceae, Clostridiales Family XVII. Incertae Sedis, Crocinitomicaceae, Demequinaceae, Desulfobulbaceae, Desulfovibrionaceae, Ectothiorhodospiraceae, Hydrogenophilaceae, Hymenobacteraceae, Methanomassiliicoccaceae, Methylophilaceae, Microthrixaceae, Nannocystaceae, Pasteuriaceae, Phaselicystidaceae, Rhodocyclaceae, Sphaerobacteraceae, Thermoanaerobacteraceae, Vulgatibacteraceae, Galumnidae, Oribatulidae, Aquifoliaceae, Botryochloridaceae, Chlamydomonadaceae, Palmellaceae, Pleurochloridaceae, Tribonemataceae, Urticaceae";"Bicosoecidae, Blepharismidae, Brachionidae, Cinetochilidae, Halteriidae, Nassulidae, Prismatolaimidae, Rhabdolaimidae, Siluaniidae, Stephanoecidae, Teratocephalidae, Uronematidae, Vahlkampfiidae, Diplogasteroididae, Poduridae, Uropodidae, Acropisthiidae, Phytoseiidae, Clavicipitaceae, Didymellaceae, Elateridae, Heteroderidae, Hoplolaimidae, Synchytriaceae, Chytridiaceae, Archaeosporaceae, Gigasporaceae, Glomeraceae, Paraglomeraceae, Chilodonellidae, Catenariaceae, Clavariaceae, Cryptococcaceae, Cunninghamellaceae, Endochytriaceae, Geastraceae, Mucoraceae, Onygenaceae, Sporormiaceae, Actinospicaceae, Enterobacteriaceae, Ktedonobacteraceae, Moraxellaceae, Planococcaceae, Roseiarcaceae, Scarabaeidae, Brachychthoniidae, Sciaridae, Tipulidae, Caryophyllaceae, Gyropidae, Lamiaceae, Ranunculaceae, Salicaceae, Sapindaceae"
"1648";"none";"family";"D-";"H+";"Dorylaimidae, Epistylidae, Microthoracidae, Qudsianematidae, Vexilliferidae, Zoothamniidae, Hypogastruridae, Sminthuridae, Tylencholaimidae, Amphileptidae, Amphisiellidae, Anatonchidae, Mermithidae, Trypanosomatidae, Aphididae, Bovidae, Longidoridae, Meloidogynidae, Mrakiaceae, Spirofilidae, Leptosphaeriaceae, Saprolegniaceae, Dipodascaceae, Filobasidiaceae, Halosphaeriaceae, Holophagaceae, Hyaloscyphaceae, Hygrophoraceae, Ignavibacteriaceae, Leptospiraceae, Marasmiaceae, Sebacinaceae, Serpulaceae, Spirochaetaceae, Sporidiobolaceae, Strophariaceae, Acidiferrobacteraceae, Acidothermaceae, Actinomycetaceae, Alcaligenaceae, Aurantimonadaceae, Beijerinckiaceae, Cenarchaeaceae, Clostridiaceae, Clostridiales Family XVII. Incertae Sedis, Desulfovibrionaceae, Ectothiorhodospiraceae, Erythrobacteraceae, Geodermatophilaceae, Methylophilaceae, Nannocystaceae, Nitrosopumilaceae, Paenibacillaceae, Pasteuriaceae, Phaselicystidaceae, Sphaerobacteraceae, Sporichthyaceae, Galumnidae, Oribatulidae, Asteraceae, Bacillariaceae, Botryochloridaceae, Chaetophoraceae, Chlamydomonadaceae, Melastomataceae, Palmellaceae, Polygonaceae, Tribonemataceae, Urticaceae";"Bicosoecidae, Blepharismidae, Brachionidae, Cinetochilidae, Prismatolaimidae, Prorodontidae, Rhabdolaimidae, Siluaniidae, Stephanoecidae, Teratocephalidae, Tetrahymenidae, Uronematidae, Vahlkampfiidae, Anguinidae, Aphelenchoididae, Katiannidae, Poduridae, Uropodidae, Diplogasteroididae, Phytoseiidae, Rhagidiidae, Clavicipitaceae, Didymellaceae, Elateridae, Hoplolaimidae, Synchytriaceae, Cystobasidiaceae, Ambisporaceae, Archaeosporaceae, Claroideoglomeraceae, Diversisporaceae, Gigasporaceae, Glomeraceae, Paraglomeraceae, Chytridiaceae, Chilodonellidae, Curculionidae, Archaeorhizomycetaceae, Basidiobolaceae, Catenariaceae, Clavariaceae, Cryptococcaceae, Cunninghamellaceae, Endochytriaceae, Geastraceae, Lachnocladiaceae, Mucoraceae, Onygenaceae, Spizellomycetaceae, Sporormiaceae, Actinospicaceae, Bacteriovoracaceae, Ktedonobacteraceae, Roseiarcaceae, Brachychthoniidae, Noctuidae, Caryophyllaceae, Peridiniaceae, Ranunculaceae, Salicaceae"
"1649";"none";"family";"D+";"A-";"Clavicipitaceae, Bicosoecidae, Cyrtolophosididae, Mallomonadaceae, Monhysteridae, Nassulidae, Nordiidae, Oxytrichidae, Paulinellidae, Prismatolaimidae, Vexilliferidae, Neanuridae, Sminthuridae, Amphisiellidae, Mermithidae, Hoplolaimidae, Longidoridae, Meloidogynidae, Pratylenchidae, Protomycetaceae, Spirofilidae, Vampyrellidae, Acrospermaceae, Chaetosphaeriaceae, Cryptococcaceae, Cunninghamellaceae, Hydnodontaceae, Hymenochaetaceae, Marasmiaceae, Saccharomycetaceae, Sebacinaceae, Sphaerobolaceae, Trichocomaceae, Trichosporonaceae, Bacteroidaceae, Catenulisporaceae, Clostridiales Family XVII. Incertae Sedis, Dehalococcoidaceae, Enterobacteriaceae, Ktedonobacteraceae, Moraxellaceae, Rhodothermaceae, Staphylococcaceae, Thermoactinomycetaceae, Thermomonosporaceae, Oribatulidae, Protoribatidae, Tipulidae, Chaetophoraceae, Hydrophyllaceae, Linaceae, Ranunculaceae";"Anystidae, Parasitidae, Rhagidiidae, Veigaiidae, Blepharismidae, Hausmanniellidae, Heterophryidae, Microlaimidae, Myxochloridaceae, Plectidae, Siluaniidae, Tetrahymenidae, Acropisthiidae, Amphileptidae, Lacrymariidae, Carabidae, Anguinidae, Histiostomatidae, Leptosphaeriaceae, Olpidiaceae, Monocystidae, Curculionidae, Saprolegniaceae, Archaeorhizomycetaceae, Clavariaceae, Cryphonectriaceae, Hoehnelomycetaceae, Mucoraceae, Oligoflexaceae, Pterulaceae, Spizellomycetaceae, Myxococcaceae, Nannocystaceae, Saprospiraceae, Julidae, Tectocepheidae, Botryochloridaceae, Bracteacoccaceae, Caricaceae, Centritractaceae, Chlorococcaceae, Convolvulaceae, Diadesmidaceae, Ericaceae, Eudubosquellidae, Heteropediaceae, Mischococcaceae, Papaveraceae, Urticaceae"
"1650";"none";"family";"D+";"A+";"Clavicipitaceae, Phytoseiidae, Bicosoecidae, Cyclidiidae, Dorylaimidae, Mallomonadaceae, Monhysteridae, Nassulidae, Nordiidae, Paulinellidae, Qudsianematidae, Stephanoecidae, Vexilliferidae, Zoothamniidae, Neanuridae, Onychiuridae, Sminthuridae, Tullbergiidae, Amphisiellidae, Mononchidae, Nygolaimidae, Mermithidae, Hoplolaimidae, Longidoridae, Meloidogynidae, Pratylenchidae, Protomycetaceae, Spirofilidae, Vampyrellidae, Entylomataceae, Acrospermaceae, Chaetosphaeriaceae, Corticiaceae, Cryptococcaceae, Cucurbitariaceae, Cunninghamellaceae, Hydnodontaceae, Hymenochaetaceae, Marasmiaceae, Sebacinaceae, Sphaerobolaceae, Spirochaetaceae, Trichocomaceae, Trichosporonaceae, Acidiferrobacteraceae, Bacteroidaceae, Catenulisporaceae, Clostridiales Family XVII. Incertae Sedis, Dehalococcoidaceae, Ktedonobacteraceae, Rhodanobacteraceae, Rhodothermaceae, Staphylococcaceae, Thermoactinomycetaceae, Thermomonosporaceae, Verrucomicrobia subdivision 3, Oribatulidae, Protoribatidae, Tipulidae, Aquifoliaceae, Klebsormidiaceae, Linaceae, Ranunculaceae, Salicaceae";"Anystidae, Lithobiidae, Parasitidae, Rhagidiidae, Veigaiidae, Blepharismidae, Halteriidae, Hausmanniellidae, Heterophryidae, Microlaimidae, Myxochloridaceae, Plectidae, Siluaniidae, Tetrahymenidae, Trichocercidae, Acropisthiidae, Amphileptidae, Lacrymariidae, Anguinidae, Histiostomatidae, Sminthurididae, Cystobasidiaceae, Olpidiaceae, Chilodonellidae, Anoplophryidae, Curculionidae, Saprolegniaceae, Archaeorhizomycetaceae, Basidiobolaceae, Clavariaceae, Cryphonectriaceae, Hoehnelomycetaceae, Hyaloscyphaceae, Oligoflexaceae, Pterulaceae, Spizellomycetaceae, Myxococcaceae, Nannocystaceae, Saprospiraceae, Scarabaeidae, Julidae, Polydesmidae, Tectocepheidae, Botryochloridaceae, Braconidae, Bracteacoccaceae, Centritractaceae, Chlorococcaceae, Convolvulaceae, Diadesmidaceae, Heteropediaceae, Lamiaceae, Melastomataceae, Mischococcaceae, Plantaginaceae, Sapindaceae, Taxaceae, Vaucheriaceae"
"1651";"none";"family";"D+";"B-";"Clavicipitaceae, Phytoseiidae, Bicosoecidae, Cyclidiidae, Mallomonadaceae, Microthoracidae, Monhysteridae, Nassulidae, Nordiidae, Oxytrichidae, Paulinellidae, Stephanoecidae, Vorticellidae, Neanuridae, Onychiuridae, Sminthuridae, Amphisiellidae, Mononchidae, Nygolaimidae, Mermithidae, Ceratobasidiaceae, Hoplolaimidae, Longidoridae, Meloidogynidae, Pratylenchidae, Protomycetaceae, Spirofilidae, Acrospermaceae, Chaetosphaeriaceae, Corticiaceae, Cunninghamellaceae, Hydnodontaceae, Marasmiaceae, Pyxidiophoraceae, Sebacinaceae, Serpulaceae, Sphaerobolaceae, Spirochaetaceae, Trichocomaceae, Acetobacteraceae, Acidiferrobacteraceae, Bacteroidaceae, Catenulisporaceae, Clostridiales Family XVII. Incertae Sedis, Dehalococcoidaceae, Enterobacteriaceae, Ktedonobacteraceae, Planococcaceae, Rhodanobacteraceae, Rhodothermaceae, Staphylococcaceae, Thermoactinomycetaceae, Thermomonosporaceae, Verrucomicrobia subdivision 3, Galumnidae, Oribatulidae, Protoribatidae, Tipulidae";"Parasitidae, Rhagidiidae, Blepharismidae, Halteriidae, Hausmanniellidae, Heterophryidae, Isolaimiidae, Myxochloridaceae, Plectidae, Siluaniidae, Tetrahymenidae, Chytridiaceae, Acropisthiidae, Amphileptidae, Thripidae, Anguinidae, Eosentomidae, Sminthurididae, Leptosphaeriaceae, Olpidiaceae, Curculionidae, Saprolegniaceae, Archaeorhizomycetaceae, Bulleraceae, Clavariaceae, Cryphonectriaceae, Hoehnelomycetaceae, Mucoraceae, Oligoflexaceae, Pterulaceae, Spizellomycetaceae, Myxococcaceae, Nannocystaceae, Saprospiraceae, Polydesmidae, Tectocepheidae, Botryochloridaceae, Bracteacoccaceae, Centritractaceae, Chlorococcaceae, Diadesmidaceae, Eudubosquellidae, Heteropediaceae, Lamiaceae, Mischococcaceae, Papaveraceae, Urticaceae"
